row_type,point_index,subset_I,Q_values,P_values,Delta,hard_dtw_max_in,hard_dtw_min_out,hard_dtw_valid
SHATTERED_SET,,,,,,,,
SUBSET_WITNESS,,"{0,2,3,4}",,-0.4070322812;0.006542200688;-1.509881139;0.2327673286;-0.2682822645,3.157432556,2.801061394,3.754762764,1
SUBSET_WITNESS,,"{0,2,3,5}",,-0.6644901037;0.5526564121;-2.09250474;0.968735218;0.2628385127,3.145313978,2.63317665,5.51584357,1
SUBSET_WITNESS,,"{0,2,4,5}",,-1.441159129;-1.267354608;-2.460086107;0.9722388983;-0.1880892664,5.135626793,5.031905312,5.362644032,1
SUBSET_WITNESS,,"{0,3,4,5}",,-1.057396531;-0.06302881241;-1.463519096;0.08002614975;-0.2707619071,3.370057821,2.349246676,3.656585672,1
SUBSET_WITNESS,,"{1,2,3,4}",,-0.2385491431;0.2436216176;-0.2747475505;0.8465822339;-0.2858159542,3.747052431,2.932005506,6.628307112,1
SUBSET_WITNESS,,"{1,2,3,5}",,-0.9457308054;0.4711357057;-0.8778859377;0.8845059872;0.7052058578,4.115315914,3.892838985,4.531628437,1
SUBSET_WITNESS,,"{1,2,4,5}",,-1.781431556;0.0767705068;-0.9137238264;1.977188945;-0.01875723526,5.218654633,5.096715861,5.530181885,1
SUBSET_WITNESS,,"{1,3,4,5}",,-1.393815279;0.3624638915;-0.8596209884;-0.2759496868;0.5789276361,3.721360445,3.346026608,4.648371248,1
SUBSET_WITNESS,,"{2,3,4,5}",,-1.18682766;-0.007210302632;-1.320486069;1.077648878;-0.2682868838,3.600144863,3.222627074,3.75822705,1
SUBSET_WITNESS,,"{0,1,2,3,4}",,-0.1948150992;0.08144335449;-0.7670661211;0.7108952999;0.04045877606,3.812918425,3.396485119,5.721808275,1
SUBSET_WITNESS,,"{0,1,2,3,5}",,-0.3342565;0.4061531425;-1.241080761;0.4780175686;0.4476494789,3.906263113,3.569713511,4.496646068,1
SUBSET_WITNESS,,"{0,1,2,4,5}",,-1.699124575;0.2392199188;2.795104265;0.4366047382;0.4276945293,10.71158123,10.60090444,11.11250447,1
SUBSET_WITNESS,,"{0,1,3,4,5}",,-0.6786730886;0.3220779002;-0.9135427475;-0.1320592761;0.0521899201,3.83628583,3.636022374,4.059481554,1
SUBSET_WITNESS,,"{0,2,3,4,5}",,-1.042888641;-0.206680283;-1.293025494;0.216356501;-0.1610329151,3.507763386,3.413446769,5.592892426,1
SUBSET_WITNESS,,"{1,2,3,4,5}",,-1.215037823;0.006066489965;-0.6611828208;1.004288435;0.3338660002,4.065789223,3.828518998,4.548366299,1
SUBSET_WITNESS,,"{0,1,2,3,4,5}",,-0.7729641199;0.3102108538;-1.088310361;0.3224800527;0.3365879059,4.084280968,,,1
